YR_EST,LAT_DEG,LONG_DEG,ELEV,PostOffice,State,County,DateEstablished,DateDiscontinued,ZipCode
1880,36.9889661,-84.5999405,262,BURNSIDE,KY,PULASKI COUNTY,06/05/1880,,42519
1880,39.1910983,-106.8175387,2405,ASPEN,CO,PITKIN COUNTY,06/07/1880,,81611
1880,41.4209409,-70.9292018,18,CUTTYHUNK,MA,DUKES COUNTY,06/07/1880,,2713
1880,,,,IAQUA,CA,HUMBOLDT COUNTY,06/07/1880,11/15/20,
1880,40.7612425,-123.9947779,649,KNEELAND,CA,HUMBOLDT COUNTY,06/07/1880,,95549
1880,42.1395463,-70.7133728,9,SEA VIEW,MA,PLYMOUTH COUNTY,06/07/1880,6/30/22,
1880,32.5359683,-85.8932923,119,TALLASSEE,AL,ELMORE COUNTY,06/07/1880,,36078
1880,,,,BROOKLYN,AR,BAXTER COUNTY,06/09/1880,04/27/1881,
1880,41.3514686,-76.0340908,378,SHAWANESE,PA,LUZERNE COUNTY,06/09/1880,,18654
1880,46.8547065,-99.9159381,567,STEELE,ND,KIDDER COUNTY,06/10/1880,,58482
1880,42.2247077,-92.8746455,306,CONRAD,IA,GRUNDY COUNTY,06/15/1880,,50621
1880,46.3555187,-94.7922407,390,STAPLES,MN,TODD COUNTY,06/17/1880,,56479
1880,,,,ADELIA,SD,TURNER COUNTY,06/21/1880,02/01/1892,
1880,28.7499876,-82.2967581,19,FLORAL CITY,FL,CITRUS COUNTY,06/21/1880,,32636
1880,40.1117363,-81.0192646,321,LAFFERTY,OH,BELMONT COUNTY,06/21/1880,,43951
1880,47.8766429,-96.9117415,256,MALLORY,MN,POLK COUNTY,06/21/1880,10/14/16,
1880,40.1234039,-80.8792568,266,MAYNARD,OH,BELMONT COUNTY,06/21/1880,,43937
1880,47.1041435,-97.2181431,302,ARTHUR,ND,CASS COUNTY,06/23/1880,,58006
1880,33.8567814,-90.0042546,116,CASCILLA,MS,TALLAHATCHIE COUNTY,06/23/1880,,38920
1880,46.5208041,-97.9262128,346,FORT RANSOM,ND,RANSOM COUNTY,06/23/1880,,58033
1880,37.790567,-97.629492,436,ANDALE,KS,SEDGWICK COUNTY,06/24/1880,,67001
1880,47.180243,-96.5061805,277,BORUP,MN,CLAY COUNTY,06/24/1880,11/26/1888,
1880,35.5123517,-81.6173159,346,CASAR,NC,CLEVELAND COUNTY,06/29/1880,,28020
1880,45.1411653,-70.4406231,353,STRATTON,ME,FRANKLIN COUNTY,06/29/1880,,4982
1880,46.1302414,-94.9486356,403,CLARISSA,MN,TODD COUNTY,07/06/1880,,56440
1880,39.7962143,-76.3363483,185,SLAB,PA,YORK COUNTY,07/06/1880,3/31/09,
1880,41.44676,-74.6123834,159,GODEFFROY,NY,ORANGE COUNTY,07/08/1880,10/5/02,12739
1880,38.383898,-97.9100492,503,WINDOM,KS,MC PHERSON COUNTY,07/08/1880,,67491
1880,43.6230323,-96.942555,479,HARTFORD,SD,MINNEHAHA COUNTY,07/12/1880,,57033
1880,41.5222555,-89.9098306,190,HOOPPOLE,IL,HENRY COUNTY,07/12/1880,12/29/07,61258
1880,38.404163,-106.415028,2584,SARGENTS,CO,SAGUACHE COUNTY,07/13/1880,,81248
1880,37.1461642,-88.945898,107,BANDANA,KY,BALLARD COUNTY,07/14/1880,,42022
1880,38.4248088,-82.2132003,193,ONA,WV,CABELL COUNTY,07/15/1880,,25545
1880,,,,GOVER,KY,PULASKI COUNTY,07/19/1880,02/01/1887,
1880,,,,KATTSKILL BAY,NY,WASHINGTON COUNTY,07/19/1880,,12844
1880,36.8055312,-114.0671903,488,MESQUITE,NV,CLARK COUNTY,07/19/1880,,89024
1880,37.8637468,-79.137807,838,MONTEBELLO,VA,NELSON COUNTY,07/19/1880,,24464
1880,37.2414101,-98.226735,443,ATTICA,KS,HARPER COUNTY,07/21/1880,,67009
1880,41.0839883,-72.3559166,17,SHELTER ISLAND HEIGHTS,NY,SUFFOLK COUNTY,07/21/1880,,11965
1880,34.4309268,-93.4337987,189,MAZARN,AR,MONTGOMERY COUNTY,07/26/1880,6/14/24,
1880,35.0011986,-92.6298847,92,BIGELOW,AR,PERRY COUNTY,08/02/1880,,72016
1880,40.7178164,-86.8725136,211,SMITHSON,IN,WHITE COUNTY,08/02/1880,5/15/31,
1880,32.4635206,-81.1073301,17,TILLMAN,SC,JASPER COUNTY,08/02/1880,,29943
1880,44.4420021,-75.7569034,88,CHIPPEWA BAY,NY,SAINT LAWRENCE COUNTY,08/03/1880,,13623
1880,35.7444602,-109.0764828,2083,FORT DEFIANCE,AZ,APACHE COUNTY,08/04/1880,,86504
1880,38.4534599,-78.2522247,191,HAYWOOD,VA,MADISON COUNTY,08/04/1880,12/21/83,
1880,35.9197867,-87.3450119,264,LYLES,TN,HICKMAN COUNTY,08/04/1880,,37098
1880,,,,MUMMAVILLE,OH,MONTGOMERY COUNTY,08/05/1880,11/15/05,
1880,39.5317708,-76.8227548,213,BORING,MD,BALTIMORE COUNTY,08/09/1880,,21020
1880,48.1513804,-97.6442523,314,INKSTER,ND,GRAND FORKS COUNTY,08/09/1880,,58244
1880,37.0198634,-79.811976,353,REDWOOD,VA,FRANKLIN COUNTY,08/09/1880,,24146
1880,38.8638916,-96.4891678,444,ALTA VISTA,KS,WABAUNSEE COUNTY,08/10/1880,,66834
1880,36.554494,-87.6986287,206,LEGATE,TN,STEWART COUNTY,08/10/1880,11/15/18,
1880,28.6922188,-81.547295,31,PLYMOUTH,FL,ORANGE COUNTY,08/10/1880,,32768
1880,41.7700906,-74.6571048,444,LOCH SHELDRAKE,NY,SULLIVAN COUNTY,08/11/1880,,12759
1880,41.3539499,-78.6055793,581,DAGUS MINES,PA,ELK COUNTY,08/12/1880,,15831
1880,37.0050268,-97.4047679,339,HUNNEWELL,KS,SUMNER COUNTY,08/12/1880,3/31/60,
1880,,,,TIP TOP,AZ,YAVAPAI COUNTY,08/12/1880,02/14/1895,
1880,45.4541321,-90.1143134,513,SPIRIT,WI,PRICE COUNTY,08/17/1880,05/09/1881,
1880,31.2924007,-84.86409,63,CUBA,GA,FORSYTH COUNTY,08/19/1880,10/31/03,
1880,39.7722151,-101.799897,1012,SAINT FRANCIS,KS,CHEYENNE COUNTY,08/23/1880,,67756
1880,34.659264,-93.6910292,221,SIMS,AR,MONTGOMERY COUNTY,08/23/1880,,71969
1880,46.2666295,-95.0628047,424,BERTHA,MN,TODD COUNTY,08/24/1880,,56437
1880,38.4816813,-94.3543929,254,ARCHIE,MO,CASS COUNTY,08/25/1880,,64725
1880,28.9658193,-81.6486855,30,ALTOONA,FL,LAKE COUNTY,08/26/1880,,32702
1880,,,,BANK,TN,BLOUNT COUNTY,08/26/1880,5/31/12,
1880,46.3255179,-95.0866937,418,HEWITT,MN,TODD COUNTY,08/26/1880,,56453
1880,28.8024918,-81.644519,45,MOUNT DORA,FL,LAKE COUNTY,08/26/1880,,32757
1880,,,,NIPTON,PA,CAMBRIA COUNTY,08/27/1880,8/15/03,
1880,,,,FEDORA,TN,STEWART COUNTY,08/30/1880,6/15/16,
1880,29.9591183,-82.9281833,13,BRANFORD,FL,SUWANNEE COUNTY,09/03/1880,,32008
1880,34.8620342,-92.4754356,83,NATURAL STEPS,AR,PULASKI COUNTY,09/06/1880,10/03/1881,
1880,38.8544915,-89.8845431,163,BARNETT,IL,MONTGOMERY COUNTY,09/07/1880,4/15/35,
1880,32.8795022,-111.7573521,426,CASA GRANDE,AZ,PINAL COUNTY,09/10/1880,,85222
1880,44.3683156,-100.3509665,451,PIERRE,SD,HUGHES COUNTY,09/10/1880,,57501
1880,,,,FIREHOLE,WY,NATIONAL PARK RESERVATION,09/13/1880,12/05/1882,
1880,38.4636798,-84.7771694,290,HESLER,KY,OWEN COUNTY,09/13/1880,7/30/04,
1880,32.2528519,-109.8320124,1270,WILLCOX,AZ,COCHISE COUNTY,09/13/1880,,85643
1880,34.7743276,-77.1505072,2,STELLA,NC,CARTERET COUNTY,09/16/1880,,28582
1880,38.397518,-94.3516159,263,ADRIAN,MO,BATES COUNTY,09/21/1880,,64720
1880,35.81202,-91.3434645,100,CORD,AR,INDEPENDENCE COUNTY,09/21/1880,,72524
1880,37.7106581,-82.184024,233,DELBARTON,WV,MINGO COUNTY,09/23/1880,,25670
1880,,,,MAGDALENA,GA,MERIWETHER COUNTY,09/28/1880,6/30/04,
1880,29.6899563,-95.8996757,40,FULSHEAR,TX,FORT BEND COUNTY,09/30/1880,,77441
1880,37.7000485,-88.590053,136,LEDFORD,IL,SALINE COUNTY,09/30/1880,10/31/35,
1880,37.857638,-79.0461375,347,NASH,VA,NELSON COUNTY,09/30/1880,11/4/44,
1880,40.7478401,-78.5344673,426,COALPORT,PA,CLEARFIELD COUNTY,10/04/1880,,16627
1880,28.6611089,-81.3656243,26,ALTAMONTE SPRINGS,FL,SEMINOLE COUNTY,10/05/1880,,32701
1880,37.2861114,-108.0395165,2466,HESPERUS,CO,LA PLATA COUNTY,10/05/1880,,81326
1880,,,,NAILLON,TN,COCKE COUNTY,10/08/1880,4/1/16,
1880,39.1072266,-94.4832864,251,ATHOL,MO,BATES COUNTY,10/11/1880,3/31/03,
1880,,,,GRAND LAKE,TX,MONTGOMERY COUNTY,10/11/1880,10/19/1882,
1880,,,,LA CLAIR,IN,HENDRICKS COUNTY,10/11/1880,5/15/02,
1880,,,,QUICKVILLE,KS,THOMAS COUNTY,10/11/1880,4/30/09,
1880,35.5843235,-78.8000128,119,FUQUAY-VARINA,NC,WAKE COUNTY,10/14/1880,,27526
1880,41.4811167,-92.3935181,273,GIBSON,IA,KEOKUK COUNTY,10/15/1880,,50104
1880,37.5581025,-94.5199553,275,LIBERAL,MO,BARTON COUNTY,10/19/1880,,64762
1880,36.3603531,-84.700776,434,RUGBY,TN,MORGAN COUNTY,10/25/1880,9/30/59,
1880,35.4392855,-82.2465023,333,CHIMNEY ROCK,NC,RUTHERFORD COUNTY,11/08/1880,,28720
1880,34.5442609,-91.9690285,70,ENGLAND,AR,LONOKE COUNTY,11/08/1880,,72046
1880,37.9298252,-81.9004007,293,LAKE,WV,LOGAN COUNTY,11/08/1880,,25121
1880,35.5830906,-105.7700174,2265,GLORIETA,NM,SANTA FE COUNTY,11/09/1880,,87535
1880,33.5581325,-105.7077626,1968,NOGAL,NM,LINCOLN COUNTY,11/09/1880,,88341
1880,45.6368952,-91.992956,419,BARRONETT,WI,BARRON COUNTY,11/15/1880,,54813
1880,45.3894083,-92.8479921,282,LINDSTROM,MN,CHISAGO COUNTY,11/16/1880,,55045
1880,36.5295078,-91.9893187,298,MOODY,MO,HOWELL COUNTY,11/18/1880,,65777
1880,40.5942343,-79.9700552,315,WILDWOOD,PA,ALLEGHENY COUNTY,11/18/1880,,15091
1880,,,,TRIUMPH,MN,MARTIN COUNTY,11/22/1880,12/31/58,
1880,34.2798245,-83.8129542,373,TYNER,GA,MERIWETHER COUNTY,11/22/1880,06/24/1883,
1880,38.0522337,-102.122685,1034,HOLLY,CO,PROWERS COUNTY,11/26/1880,,81047
1880,38.0900314,-94.5838444,273,HUME,MO,BATES COUNTY,11/26/1880,,64752
1880,38.0955864,-94.4596745,282,SPRAGUE,MO,BATES COUNTY,11/26/1880,9/30/26,
1880,,,,STEINER,TX,BOSQUE COUNTY,11/29/1880,8/31/40,
1880,37.2486335,-98.4206316,444,SHARON,KS,BARBER COUNTY,11/30/1880,,67138
1880,42.1567241,-79.4014368,400,STOW,NY,CHAUTAUQUA COUNTY,12/06/1880,,14785
1880,36.3236769,-92.0126519,273,MITCHELL,AR,FULTON COUNTY,12/10/1880,11/30/54,
1880,46.9139028,-103.5243536,691,MEDORA,ND,BILLINGS COUNTY,12/13/1880,,58645
1880,43.6000719,-72.1703662,369,MONTCALM,NH,GRAFTON COUNTY,12/13/1880,9/30/07,
1880,38.1114322,-91.7604389,338,VICHY,MO,MARIES COUNTY,12/13/1880,,65580
1880,40.7986111,-96.5619568,370,WALTON,NE,LANCASTER COUNTY,12/13/1880,,68461
1880,31.1023998,-85.6968778,83,HARTFORD,AL,GENEVA COUNTY,12/14/1880,,36344
1880,,,,MOORE'S CORNER,MA,FRANKLIN COUNTY,12/19/1880,8/25/67,
1880,37.8569392,-107.8325644,2955,OPHIR,CO,SAN MIGUEL COUNTY,12/20/1880,,81426
1880,41.0989463,-81.022871,302,DIAMOND,OH,PORTAGE COUNTY,12/22/1880,,44412
1880,32.4698522,-98.6789477,438,RANGER,TX,EASTLAND COUNTY,12/27/1880,,76470
1880,39.0067747,-78.4977872,329,ZEPP,VA,SHENANDOAH COUNTY,12/29/1880,,
1881,33.6220542,-84.3690918,301,FOREST PARK,GA,CLAYTON COUNTY,01/03/1881,,30050
1881,34.5988813,-117.3342134,811,ORO GRANDE,CA,SAN BERNARDINO COUNTY,01/03/1881,,92368
1881,37.4792672,-82.5187629,207,PIKEVILLE,KY,PIKE COUNTY,01/03/1881,,41501
1881,45.5944444,-106.2708477,890,ASHLAND,MT,ROSEBUD COUNTY,01/07/1881,,59003
1881,35.7484645,-81.5225925,368,RUTHERFORD COLLEGE,NC,BURKE COUNTY,01/11/1881,,28671
1881,34.9795699,-81.8178806,184,CLIFTON,SC,SPARTANBURG COUNTY,01/17/1881,,29324
1881,38.7515028,-79.004197,489,CRIDERS,VA,ROCKINGHAM COUNTY,01/17/1881,,22820
1881,35.9397854,-85.9955443,200,GASSAWAY,TN,CANNON COUNTY,01/17/1881,4/27/73,
1881,31.0982344,-97.342782,219,TEMPLE,TX,BELL COUNTY,01/18/1881,,76501
1881,38.4079042,-78.6236277,296,ELKTON,VA,ROCKINGHAM COUNTY,01/19/1881,,22827
1881,36.3320197,-94.1185366,417,ROGERS,AR,BENTON COUNTY,01/19/1881,,72756
1881,36.717005,-92.5026636,303,ROMANCE,MO,OZARK COUNTY,01/19/1881,8/25/67,
1881,42.3127598,-93.5788247,330,ELLSWORTH,IA,HAMILTON COUNTY,01/20/1881,,50075
1881,29.4119166,-82.1098156,24,CITRA,FL,MARION COUNTY,01/21/1881,,32113
1881,47.4873895,-117.5757622,717,CHENEY,WA,SPOKANE COUNTY,01/24/1881,,99004
1881,42.2376002,-70.9028233,8,WEST HINGHAM,MA,PLYMOUTH COUNTY,01/25/1881,5/31/03,
1881,36.0645039,-88.0042004,127,EVA,TN,BENTON COUNTY,01/26/1881,,38333
1881,47.5360765,-96.2803328,347,FERTILE,MN,POLK COUNTY,01/26/1881,,56540
1881,42.2651999,-111.8463407,1547,TREASURETON,ID,FRANKLIN COUNTY,01/26/1881,2/29/44,
1881,,,,QUINN,AL,CHOCTAW COUNTY,01/27/1881,03/10/1884,
1881,,,,MISSISSIPPI STATE,MS,OKTIBBEHA COUNTY,01/31/1881,,39762
1881,,,,ROSIER,MO,BATES COUNTY,01/31/1881,04/19/1893,
1881,35.2375883,-96.2416732,233,WETUMKA,OK,HUGHES COUNTY,02/01/1881,,74883
1881,,,,TANNER,IL,SALINE COUNTY,02/03/1881,03/17/1881,
1881,35.0844909,-106.6511367,1510,ALBUQUERQUE,NM,BERNALILLO COUNTY,02/10/1881,,87101
1881,44.4169049,-94.9255465,318,MORGAN,MN,REDWOOD COUNTY,02/10/1881,,56266
1881,32.4487364,-99.7331439,524,ABILENE,TX,TAYLOR COUNTY,02/14/1881,,79604
1881,37.1383848,-89.1236838,108,AMERICA,IL,PULASKI COUNTY,02/14/1881,9/15/42,
1881,38.9186892,-82.2990401,208,BIDWELL,OH,GALLIA COUNTY,02/14/1881,,45614
1881,42.4686918,-73.9256839,166,ALCOVE,NY,ALBANY COUNTY,02/15/1881,,12007
1881,39.3391713,-94.2260559,239,EXCELSIOR SPRINGS,MO,CLAY COUNTY,02/15/1881,,64024
1881,39.3644416,-96.8589009,423,LEONARDVILLE,KS,RILEY COUNTY,02/15/1881,,66449
1881,38.833692,-82.1382,172,HENDERSON,WV,MASON COUNTY,02/16/1881,,25106
1881,39.0109301,-80.3023077,441,LORENTZ,WV,UPSHUR COUNTY,02/16/1881,,26229
1881,41.0281389,-76.0060366,296,SAINT JOHNS,PA,LUZERNE COUNTY,02/18/1881,,18247
1881,41.2127586,-104.4774611,1719,HILLSDALE,WY,LARAMIE COUNTY,02/21/1881,,82060
1881,40.1045549,-74.951279,30,BENSALEM,PA,BUCKS COUNTY,02/24/1881,,19020
1881,45.7052439,-87.4381839,242,WILSON,MI,MENOMINEE COUNTY,02/24/1881,,49896
1881,34.9925995,-94.5168894,163,MONROE,OK,LE FLORE COUNTY,02/25/1881,,74947
1881,39.4101171,-74.3645906,1,BRIGANTINE,NJ,ATLANTIC COUNTY,02/28/1881,,8203
1881,39.7972831,-83.2946379,285,KIOUSVILLE,OH,MADISON COUNTY,02/28/1881,9/15/00,
1881,32.278482,-95.7496858,139,MURCHISON,TX,HENDERSON COUNTY,02/28/1881,,75778
1881,36.316455,-91.2226306,135,RAVENDEN SPRINGS,AR,RANDOLPH COUNTY,02/28/1881,,72460
1881,36.5958908,-90.2473247,96,QULIN,MO,BUTLER COUNTY,03/01/1881,,63961
1881,44.7971939,-106.9561792,1141,SHERIDAN,WY,SHERIDAN COUNTY,03/02/1881,,82801
1881,37.9236194,-104.9302662,2073,RYE,CO,PUEBLO COUNTY,03/07/1881,,81069
1881,38.1870493,-81.3653908,196,HANDLEY,WV,KANAWHA COUNTY,03/10/1881,,25102
1881,47.8223137,-122.8757199,12,QUILCENE,WA,JEFFERSON COUNTY,03/16/1881,,98376
1881,32.3503605,-108.7086649,1295,LORDSBURG,NM,HIDALGO COUNTY,03/17/1881,,88045
1881,42.4303507,-75.6654663,378,TYNER,NY,CHENANGO COUNTY,03/17/1881,10/31/01,
1881,39.0467094,-88.3164319,172,WHEELER,IL,JASPER COUNTY,03/17/1881,,62479
1881,,,,PHOENIX,NE,HOLT COUNTY,03/21/1881,12/30/33,
1881,,,,RAMSAY,MS,HARRISON COUNTY,03/28/1881,4/30/09,
1881,42.2713655,-93.9271721,338,STRATFORD,IA,HAMILTON COUNTY,03/28/1881,,50249
1881,38.4648454,-77.3252593,2,WIDEWATER,VA,STAFFORD COUNTY,03/29/1881,6/30/59,
1881,36.1753463,-89.8295297,81,BRAGGADOCIO,MO,PEMISCOT COUNTY,03/31/1881,,63826
1881,37.0178949,-81.3428823,787,CERES,VA,BLAND COUNTY,03/31/1881,,24318
1881,44.0742358,-71.1400712,169,INTERVALE,NH,CARROLL COUNTY,03/31/1881,,3845
1881,29.5185815,-81.6709136,27,NASHUA,FL,PUTNAM COUNTY,03/31/1881,9/15/19,
1881,38.1637228,-80.864263,653,POOL,WV,NICHOLAS COUNTY,03/31/1881,,26684
1881,32.7565042,-99.896207,527,ANSON,TX,JONES COUNTY,04/04/1881,,79501
1881,39.6848413,-74.2670863,8,CEDAR RUN,NJ,OCEAN COUNTY,04/04/1881,12/31/54,
1881,42.890664,-124.4626091,27,DENMARK,OR,CURRY COUNTY,04/04/1881,4/30/57,
1881,40.7634205,-76.3827294,313,LAVELLE,PA,SCHUYLKILL COUNTY,04/04/1881,,17943
1881,44.30005,-74.0854312,485,RAY BROOK,NY,ESSEX COUNTY,04/04/1881,,12977
1881,32.6031864,-98.2153231,253,SANTO,TX,PALO PINTO COUNTY,04/04/1881,,76472
1881,39.9276572,-122.1791556,84,CORNING,CA,TEHAMA COUNTY,04/05/1881,,96021
1881,42.4959149,-73.5120564,207,BRAINARD,NY,RENSSELAER COUNTY,04/07/1881,,12024
1881,37.6887409,-79.8092136,294,GALA,VA,BOTETOURT COUNTY,04/07/1881,5/31/52,
1881,40.7836439,-91.6029375,218,HOUGHTON,IA,LEE COUNTY,04/07/1881,,52631
1881,39.3958369,-101.0523773,963,COLBY,KS,THOMAS COUNTY,04/08/1881,,67701
1881,58.3019444,-134.4197222,19,JUNEAU,AK,,04/08/1881,,99801
1881,32.2686981,-107.7586404,1323,DEMING,NM,LUNA COUNTY,04/11/1881,,88030
1881,35.4634163,-89.9100859,134,DRUMMONDS,TN,TIPTON COUNTY,04/11/1881,,38023
1881,31.8698807,-85.7188346,179,JOSIE,AL,PIKE COUNTY,04/11/1881,2/15/07,
1881,38.516679,-98.9364797,614,OLMITZ,KS,BARTON COUNTY,04/11/1881,,67564
1881,29.4238472,-95.2441009,14,ALVIN,TX,BRAZORIA COUNTY,04/12/1881,,77511
1881,38.4353542,-83.8340883,258,NEPTON,KY,FLEMING COUNTY,04/13/1881,4/30/58,
1881,33.1192875,-97.0255641,175,LAKE DALLAS,TX,DENTON COUNTY,04/18/1881,,75065
1881,37.3814778,-83.6899159,225,CONKLING,KY,OWSLEY COUNTY,04/19/1881,12/15/72,
1881,41.3899916,-95.3624997,339,HANCOCK,IA,POTTAWATTAMIE COUNTY,04/19/1881,,51536
1881,32.676797,-87.2213858,54,SPROTT,AL,PERRY COUNTY,04/25/1881,10/5/02,36779
1881,41.6658839,-84.436893,261,ALVORDTON,OH,WILLIAMS COUNTY,04/27/1881,,43501
1881,36.5166928,-105.5691763,2327,ARROYO SECO,NM,TAOS COUNTY,04/27/1881,,87514
1881,41.1003273,-84.2663351,220,CONTINENTAL,OH,PUTNAM COUNTY,05/02/1881,,45831
1881,37.6406864,-79.8011563,296,EAGLE ROCK,VA,BOTETOURT COUNTY,05/02/1881,,24085
1881,37.1861597,-86.0999753,225,MAMMOTH CAVE,KY,EDMONSON COUNTY,05/02/1881,,42259
1881,37.2079986,-120.3579597,63,ATHLONE,CA,MERCED COUNTY,05/03/1881,10/15/37,
1881,31.9682054,-88.2875207,85,LUSK,AL,CHOCTAW COUNTY,05/09/1881,6/30/15,
1881,44.4577582,-100.5309723,491,OAHE,SD,HUGHES COUNTY,05/09/1881,1/31/40,
1881,42.5681176,-78.4789091,445,CHAFFEE,NY,ERIE COUNTY,05/10/1881,,14030
1881,42.140367,-74.2123659,537,EDGEWOOD,NY,GREENE COUNTY,05/10/1881,3/31/15,
1881,38.2867627,-81.8051268,189,ALUM CREEK,WV,KANAWHA COUNTY,05/11/1881,,25003
1881,,,,ELLIS,TN,STEWART COUNTY,05/12/1881,12/31/04,
1881,45.8894074,-95.2642005,415,NELSON,MN,DOUGLAS COUNTY,05/12/1881,,56355
1881,38.3769927,-87.9830886,122,BROWNS,IL,EDWARDS COUNTY,05/16/1881,,62818
1881,37.1327981,-104.8488836,2099,WESTON,CO,LAS ANIMAS COUNTY,05/19/1881,,81091
1881,38.423686,-84.116874,220,BAREFOOT,KY,NICHOLAS COUNTY,05/23/1881,11/30/36,
1881,41.0113969,-99.6242755,746,EDDYVILLE,NE,DAWSON COUNTY,05/23/1881,,68834
1881,46.3216278,-95.4453162,437,HENNING,MN,OTTER TAIL COUNTY,05/23/1881,,56551
1881,34.4753132,-109.6059405,1811,CONCHO,AZ,APACHE COUNTY,05/26/1881,,85924
1881,,,,REAVLEY,MO,BATES COUNTY,05/26/1881,11/15/04,
1881,37.3470063,-95.4127545,281,DENNIS,KS,LABETTE COUNTY,05/31/1881,,67341
1881,41.8581186,-78.5964139,677,GIFFORD,PA,MC KEAN COUNTY,06/01/1881,,16732
1881,40.3519914,-84.6421798,297,BURKETTSVILLE,OH,MERCER COUNTY,06/06/1881,,45310
1881,34.0200965,-97.9575353,275,RYAN,OK,JEFFERSON COUNTY,06/07/1881,,73565
1881,40.3386088,-95.3933137,277,FAIRFAX,MO,ATCHISON COUNTY,06/09/1881,,64446
1881,38.8728571,-82.2607049,186,KERR,OH,GALLIA COUNTY,06/09/1881,,45643
1881,34.3242614,-92.6398844,70,POYEN,AR,GRANT COUNTY,06/09/1881,,72128
1881,,,,SPECKETT,MO,BATES COUNTY,06/09/1881,07/11/1881,
1881,44.6214506,-70.5800669,175,FRYE,ME,OXFORD COUNTY,06/10/1881,2/6/93,4235
1881,28.7649933,-81.6306298,46,TANGERINE,FL,ORANGE COUNTY,06/13/1881,,32777
1881,35.2494566,-112.1910031,2063,WILLIAMS,AZ,COCONINO COUNTY,06/14/1881,,86046
1881,33.5520559,-94.7810463,144,AVERY,TX,RED RIVER COUNTY,06/15/1881,,75554
1881,,,,DAVIDSON,KY,NICHOLAS COUNTY,06/15/1881,8/31/07,
1881,37.1895318,-84.1177098,365,EAST BERNSTADT,KY,LAUREL COUNTY,06/15/1881,,40729
1881,37.7529064,-79.8189383,305,GLEN WILTON,VA,BOTETOURT COUNTY,06/15/1881,,24438
1881,37.0245332,-84.0752089,341,LILY,KY,LAUREL COUNTY,06/15/1881,,40740
1881,37.265854,-97.7656092,383,ARGONIA,KS,SUMNER COUNTY,06/17/1881,,67004
1881,36.9289503,-93.9277071,413,MONETT,MO,BARRY COUNTY,06/17/1881,,65708
1881,,,,KORVILLE,TX,HARRIS COUNTY,06/20/1881,8/31/11,
1881,44.9599657,-90.9370846,330,STANLEY,WI,CHIPPEWA COUNTY,06/20/1881,,54768
1881,40.5884374,-73.657908,0,LONG BEACH,NY,NASSAU COUNTY,06/21/1881,,11561
1881,40.2959348,-75.454344,58,SALFORD,PA,MONTGOMERY COUNTY,06/21/1881,,18957
1881,31.690445,-93.3046153,47,ROBELINE,LA,NATCHITOCHES PARISH,06/24/1881,,71469
1881,31.7654349,-88.3291841,74,SILAS,AL,CHOCTAW COUNTY,06/24/1881,,36919
1881,33.9202933,-117.4464354,241,ARLINGTON,CA,SAN BERNARDINO COUNTY,06/25/1881,11/23/1882,
1881,33.4417752,-98.3697723,313,ANTELOPE,TX,JACK COUNTY,06/27/1881,5/23/92,76350
1881,33.3042835,-96.986118,210,AUBREY,TX,DENTON COUNTY,06/27/1881,,76227
1881,33.1481702,-95.9513564,180,CAMPBELL,TX,HUNT COUNTY,06/27/1881,,75422
1881,32.4059605,-99.4936912,607,CLYDE,TX,CALLAHAN COUNTY,06/27/1881,,79510
1881,,,,TIOC,AL,CHOCTAW COUNTY,06/29/1881,01/03/1882,
1881,39.7686725,-83.2057463,277,DERBY,OH,PICKAWAY COUNTY,07/05/1881,,43117
1881,37.5455735,-97.2689331,394,DERBY,KS,SEDGWICK COUNTY,07/05/1881,,67037
1881,37.2583426,-105.9047442,2318,SANFORD,CO,CONEJOS COUNTY,07/05/1881,,81151
1881,43.8052407,-92.8021304,423,SARGEANT,MN,MOWER COUNTY,07/05/1881,1/31/09,55973
1881,37.6042998,-75.6896502,3,WACHAPREAGUE,VA,ACCOMACK COUNTY,07/05/1881,,23480
1881,,,,ROXIE,WV,RALEIGH COUNTY,07/06/1881,10/31/01,
1881,37.8262373,-75.9916035,1,TANGIER,VA,ACCOMACK COUNTY,07/06/1881,,23440
1881,38.3431496,-81.8498516,186,TORNADO,WV,KANAWHA COUNTY,07/06/1881,,25202
1881,,,,MENLO,AL,JACKSON COUNTY,07/08/1881,01/29/1885,
1881,38.2020754,-79.0083615,394,VERONA,VA,AUGUSTA COUNTY,07/08/1881,,24482
1881,39.3258735,-92.0576732,248,ROWENA,MO,AUDRAIN COUNTY,07/11/1881,10/31/12,
1881,45.4474588,-98.0987093,397,GROTON,SD,BROWN COUNTY,07/13/1881,,57445
1881,40.1255726,-93.3191012,283,HUMPHREYS,MO,SULLIVAN COUNTY,07/13/1881,,64646
1881,36.9870159,-84.8935595,320,JABEZ,KY,RUSSELL COUNTY,07/14/1881,11/12/85,42628
1881,36.9877274,-119.7118118,105,FRIANT,CA,FRESNO COUNTY,07/15/1881,,93626
1881,36.7303628,-83.7982537,314,INGRAM,KY,BELL COUNTY,07/15/1881,,40955
1881,42.3355602,-98.242852,592,ORCHARD,NE,ANTELOPE COUNTY,07/15/1881,,68764
1881,42.1856379,-75.4143448,494,ARCTIC,NY,CHENANGO COUNTY,07/18/1881,04/16/1896,
1881,37.5228215,-91.7512627,339,COULSTONE,MO,DENT COUNTY,07/18/1881,7/31/45,
